Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1748479810,100,,Aggregated,0.500000,0.300000,130,360,30000,30000,30000,30000,30000,30000,30000,30000,30000,234,59,130.0,7681.180226311966,17.191999999340624,30014.546541991876,45.61965811965812
1748479811,100,,Aggregated,0.500000,0.300000,130,360,30000,30000,30000,30000,30000,30000,30000,30000,30000,234,59,130.0,7681.180226311966,17.191999999340624,30014.546541991876,45.61965811965812
1748479812,100,,Aggregated,0.500000,0.300000,130,360,30000,30000,30000,30000,30000,30000,30000,30000,30000,234,59,130.0,7681.180226311966,17.191999999340624,30014.546541991876,45.61965811965812
1748479813,100,,Aggregated,0.500000,0.300000,130,360,30000,30000,30000,30000,30000,30000,30000,30000,30000,234,59,130.0,7681.180226311966,17.191999999340624,30014.546541991876,45.61965811965812
1748479814,100,,Aggregated,0.500000,0.300000,130,360,30000,30000,30000,30000,30000,30000,30000,30000,30000,234,59,130.0,7681.180226311966,17.191999999340624,30014.546541991876,45.61965811965812
1748479815,100,,Aggregated,0.500000,0.300000,130,360,30000,30000,30000,30000,30000,30000,30000,30000,30000,234,59,130.0,7681.180226311966,17.191999999340624,30014.546541991876,45.61965811965812
1748479816,100,,Aggregated,0.500000,0.300000,130,360,30000,30000,30000,30000,30000,30000,30000,30000,30000,234,59,130.0,7681.180226311966,17.191999999340624,30014.546541991876,45.61965811965812
1748479817,100,,Aggregated,0.500000,0.300000,130,360,30000,30000,30000,30000,30000,30000,30000,30000,30000,234,59,130.0,7681.180226311966,17.191999999340624,30014.546541991876,45.61965811965812
1748479818,100,,Aggregated,0.500000,0.300000,130,360,30000,30000,30000,30000,30000,30000,30000,30000,30000,234,59,130.0,7681.180226311966,17.191999999340624,30014.546541991876,45.61965811965812
1748479819,100,,Aggregated,0.500000,0.300000,130,360,30000,30000,30000,30000,30000,30000,30000,30000,30000,234,59,130.0,7681.180226311966,17.191999999340624,30014.546541991876,45.61965811965812
1748479820,100,,Aggregated,0.500000,0.300000,130,360,30000,30000,30000,30000,30000,30000,30000,30000,30000,234,59,130.0,7681.180226311966,17.191999999340624,30014.546541991876,45.61965811965812
1748479821,100,,Aggregated,0.500000,0.300000,130,360,30000,30000,30000,30000,30000,30000,30000,30000,30000,234,59,130.0,7681.180226311966,17.191999999340624,30014.546541991876,45.61965811965812
