timestamp,pod_count,cpu_percent,memory_percent
03:31:00,       0,1,17
03:31:15,       0,1,17
03:31:30,       0,1,17
03:31:45,       0,1,17
03:32:00,       0,1,17
03:32:15,       0,1,17
03:32:30,       0,1,17
03:32:46,       0,1,17
03:33:01,       0,1,17
03:33:16,       0,1,17
03:33:31,       0,1,17
03:33:46,       0,1,17
03:34:01,       0,1,17
03:34:16,       0,1,17
03:34:32,       0,1,17
03:34:47,       0,1,17
03:35:02,       0,1,17
03:35:17,       0,1,17
